ID,Name,Screen Size (inches),Memory,SSD,GPU,Brand,Operating System,CPU,Color,Resolution,Series,FullName,,,,,
169,"HP Victus - 16.1"" 144 Hz IPS - Intel Core i7 12th Gen 12700H (2.30GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR5 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (16-d1010nr )",16.1,16,512,NVIDIA GeForce RTX 3060,HP,Windows11Home,Intel Core i7 12th Gen,Top cover: Mica silverKeyboard deck: Mica silverLogo: Dark chrome,1920x1080,Victus,"HP Victus - 16.1"" 144 Hz IPS - Intel Core i7 12th Gen 12700H (2.30GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR5 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (16-d1010nr )",,,,,
170,"Acer Nitro 5 - 15.6"" 165 Hz IPS - Intel Core i7 12th Gen 12700H (2.30GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR4 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (AN515-58-76ND )",15.6,16,512,NVIDIA GeForce RTX 3060,Acer,Windows11Home,Intel Core i7 12th Gen,Obsidian Black,1920x1080,Nitro 5,"Acer Nitro 5 - 15.6"" 165 Hz IPS - Intel Core i7 12th Gen 12700H (2.30GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR4 - 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (AN515-58-76ND )",,,,,
171,"LincPlus P3 14"" Laptop Computer",14,4,128,HD Graphics 520,LincPlus,Windows10,,White,1920x1080,P3,"LincPlus P3 14"" Laptop Computer,Intel Celeron N3350,4GB RAM 128GB eMMC Storage Support 128GB TF Cardand 1TB SSD Expansion Mini Ultrabook,Windows 10 Home in S Mode,UK Keyboard",,,,,
172,"MSI Laptop Creator Z16P Intel Core i7 12th Gen 12700H (2.30GHz) 32GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3080 Ti Laptop GPU 16.0"" Touchscreen Windows 11 Pro 64-bit Creator Z16P B12UHST-040",16,32,1024,NVIDIA GeForce RTX 3080 Ti,MSI,Windows11Pro,Intel Core i7 12th Gen,Lunar Gray,2560x1600,,"MSI Laptop Creator Z16P Intel Core i7 12th Gen 12700H (2.30GHz) 32GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3080 Ti Laptop GPU 16.0"" Touchscreen Windows 11 Pro 64-bit Creator Z16P B12UHST-040",,,,,
173,ASUS TUF Gaming F15 (2022) Gaming Laptop,15.6,16,512,NVIDIA GeForce RTX 3050,ASUS,Windows11Home,Intel Core i5 12th Gen,Mecha Gray,1920x1080,TUF Gaming F15,"ASUS TUF Gaming F15 (2022) Gaming Laptop, 15.6"" FHD 144Hz Display, GeForce RTX 3050, Intel Core i5-12500H, 16GB DDR4, 512GB PCIe SSD, Wi-Fi 6, Windows 11, FX507ZC-ES53",,,,,
174,"MSI Summit E16 Flip 16"" QHD+ 165Hz Touch Ultra Thin 2-in-1 Professional Laptop Intel® Core™ i7-1360P RTX 4050 32GB LPDDR5 1TB NVMe SSD Win 11 Pro with MSI Pen",16,32,1024,NVIDIA GeForce RTX 4050,MSI,Windows11Pro,Intel Core i7 13th Gen,Ink Black,2560x1600,,"MSI Summit E16 Flip 16"" QHD+ 165Hz Touch Ultra Thin 2-in-1 Professional Laptop Intel® Core™ i7-1360P RTX 4050 32GB LPDDR5 1TB NVMe SSD Win 11 Pro with MSI Pen, A13VET-076US",,,,,
175,"MSI Laptop Intel Core i9 11th Gen 11900H (2.50GHz) 16GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3060 Laptop GPU 16.0"" Touchscreen Windows 10 Pro 64-bit Creator Z16 A11UET-045",16,16,1024,NVIDIA GeForce RTX 3060,MSI,Windows10Pro,Intel Core i9 11th Gen,Lunar Gray,2560x1600,,"MSI Laptop Intel Core i9 11th Gen 11900H (2.50GHz) 16GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3060 Laptop GPU 16.0"" Touchscreen Windows 10 Pro 64-bit Creator Z16 A11UET-045",,,,,
176,"Acer Predator Helios 300 - 15.6"" 144 Hz IPS - Intel Core i7 11th Gen 11800H (2.30GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR4 - 1TB HDD 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (PH315-54-714U )",15.6,16,512,NVIDIA GeForce RTX 3060,Acer,Windows11Home,Intel Core i7 11th Gen,Abyss Black,1920x1080,Predator Helios 300,"Acer Predator Helios 300 - 15.6"" 144 Hz IPS - Intel Core i7 11th Gen 11800H (2.30GHz) - NVIDIA GeForce RTX 3060 Laptop GPU - 16 GB DDR4 - 1TB HDD 512 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (PH315-54-714U )",,,,,
177,"ASUS - ROG 13.4"" Touchscreen Gaming Tablet - Intel Core i9 - 16GB Memory - NVIDIA RTX3050 Ti V4G Graphics - 1TB SSD - BLACK Laptop Notebook GZ301ZE-Z13.I93050T",13.4,,,,,,,,,,"ASUS - ROG 13.4"" Touchscreen Gaming Tablet - Intel Core i9 - 16GB Memory - NVIDIA RTX3050 Ti V4G Graphics - 1TB SSD - BLACK Laptop Notebook GZ301ZE-Z13.I93050T",,,,,
178,"Razer Blade 16 - 16.0"" QHD+ 240 Hz - Intel Core i9 13th Gen 13950HX (2.20GHz) - NVIDIA GeForce RTX 4080 Laptop GPU - 32 GB DDR5 - 1 TB PCIe SSD - Windows 11 Home - Gaming Laptop (RZ09-0483TEH3-R3U1 )",16,32,1024,NVIDIA GeForce RTX 4080,Razer,Windows11Home,Intel Core i9 13th Gen,Black,2560x1600,Blade 16,"Razer Blade 16 - 16.0"" QHD+ 240 Hz - Intel Core i9 13th Gen 13950HX (2.20GHz) - NVIDIA GeForce RTX 4080 Laptop GPU - 32 GB DDR5 - 1 TB PCIe SSD - Windows 11 Home - Gaming Laptop (RZ09-0483TEH3-R3U1 )",,,,,
179,HP 15 Laptop,15.6,16,512,Intel Iris Xe Graphics,HP,Windows11Pro,Intel Core i5 11th Gen,Silver,1920x1080,,"HP 15 Laptop, 15.6"" FHD Display, Intel Core i5-1135G7 Upto 4.2GHz, 16GB RAM, 512GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Pro",,,,,
180,"ASUS Laptop VivoBook Pro AMD Ryzen 7 6000 Series 6800H (3.20GHz) 16 GB LPDDR5 Memory 1 TB PCIe SSD NVIDIA GeForce RTX 3050 Ti Laptop GPU 16.0"" Windows 11 Home 64-bit M7600RE-NB74",16,16,1024,NVIDIA GeForce RTX 3050 Ti,ASUS,Windows11Home,AMD Ryzen 7 6000 Series,"LCD Cover: 0°Black, AluminumTop Case: Earl Grey, Aluminum",3840x2400,VivoBook Pro,"ASUS Laptop VivoBook Pro AMD Ryzen 7 6000 Series 6800H (3.20GHz) 16 GB LPDDR5 Memory 1 TB PCIe SSD NVIDIA GeForce RTX 3050 Ti Laptop GPU 16.0"" Windows 11 Home 64-bit M7600RE-NB74",,,,,
181,"Lenovo Laptop IdeaPad Slim 5 AMD Ryzen 7 7000 Series 7730U (2.00GHz) 16GB Memory 512 GB NVMe SSD AMD Radeon Graphics 16.0"" Touchscreen Windows 11 Home 64-bit 82XG0019US",16,16,512,AMD Radeon Graphics,Lenovo,Windows11Home,AMD Ryzen 7 7000 Series,Abyss Blue,1920x1200,IdeaPad Slim 5,"Lenovo Laptop IdeaPad Slim 5 AMD Ryzen 7 7000 Series 7730U (2.00GHz) 16GB Memory 512 GB NVMe SSD AMD Radeon Graphics 16.0"" Touchscreen Windows 11 Home 64-bit 82XG0019US",,,,,
182,"Lenovo IdeaPad Gaming 3 15IHU6 - 15.6"" 120 Hz IPS - Intel Core i5 11th Gen 11300H (3.10 GHz) - NVIDIA GeForce RTX 3050 Laptop GPU - 8 GB DDR4 - 256 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (82K1015EUS )",15.6,8,256,NVIDIA GeForce RTX 3050,Lenovo,Windows11Home,Intel Core i5 11th Gen,Shadow Black,1920x1080,IdeaPad Gaming 3 15IHU6,"Lenovo IdeaPad Gaming 3 15IHU6 - 15.6"" 120 Hz IPS - Intel Core i5 11th Gen 11300H (3.10 GHz) - NVIDIA GeForce RTX 3050 Laptop GPU - 8 GB DDR4 - 256 GB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (82K1015EUS )",,,,,
183,"New MSI Delta 15.6"" FHD Laptop | Ryzen R7-5800H Processor | AMD Radeon RX 6700M Graphics | 32GB Memory | 1TB SSD | Backlit Keyboard | Black | Bundle with Mouse Pad",15.6,32,1024,AMD Radeon RX 6700M,MSI,Windows10Home🙋‍♀️MicrosoftWindows11ProUpgrade‍👉CheckABS/HelixcomputerswithWindows11‍👉CheckgamingpcwithWindows11Pro,AMD Ryzen 7,Black,,,"New MSI Delta 15.6"" FHD Laptop | Ryzen R7-5800H Processor | AMD Radeon RX 6700M Graphics | 32GB Memory | 1TB SSD | Backlit Keyboard | Black | Bundle with Mouse Pad",,,,,
184,Acer Aspire 5 Slim Laptop,15.6,8,256,Intel UHD Graphics,,Windows11Home,Intel Core i3 11th Gen,Silver,,,"Acer Aspire 5 Slim Laptop, 15.6"" FHD IPS Micro-Edge Display, 11th Gen Core i3-1115G4, 8GB DDR4 RAM, 256 PCIe SSD, USB-C, HDMI, RJ45, WiFi 6, Keypad, 1-Year MS 365, Mytrix HDMI Cable, Silver, Win 11",,,,,
185,JOHNKANG Gaming Laptop 15.6 Inch,15.6 4K / UHD,8,512,Integrated Graphics,,Windows11Pro,Intel Celeron,Aberdeen Silver,,,"JOHNKANG Gaming Laptop 15.6 Inch, 7000mAh  8GB DDR4 512GB SSD Windows 11 Laptops with Intel Celeron 5205U Intel UHD Graphics 600, Mini HDMI,dual-band WiFi, smart touch pad, USB3.0, Bluetooth 4.2",,,,,
186,"Acer Nitro 5 - 15.6"" 165 Hz IPS - AMD Ryzen 7 6000 Series 6800H (3.20GHz) - NVIDIA GeForce RTX 3070 Ti Laptop GPU - 32 GB DDR5 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (AN515-46-R5XN )",15.6,32,1024,NVIDIA GeForce RTX 3070 Ti,Acer,Windows11Home,AMD Ryzen 7 6000 Series,Black,2560x1440,Nitro 5,"Acer Nitro 5 - 15.6"" 165 Hz IPS - AMD Ryzen 7 6000 Series 6800H (3.20GHz) - NVIDIA GeForce RTX 3070 Ti Laptop GPU - 32 GB DDR5 - 1 TB PCIe SSD - Windows 11 Home 64-bit - Gaming Laptop (AN515-46-R5XN )",,,,,
187,"DELL Latitude 7390 Laptop Intel Core i5 8th Gen 8350U (1.70GHz) 16GB Memory 256 GB SSD 13.3"" FHD Windows 10 Pro",13.3,16,256,Intel UHD Graphics 620,DELL,Windows10Pro,Intel Core i5 8th Gen,,,Latitude 7390,"DELL Latitude 7390 Laptop Intel Core i5 8th Gen 8350U (1.70GHz) 16GB Memory 256 GB SSD 13.3"" FHD Windows 10 Pro",,,,,
188,HP 15 Laptop,15.6,16,512,Intel Iris Xe Graphics,HP,Windows10Pro,Intel Core i5 11th Gen,Silver,1920x1080,,"HP 15 Laptop, 15.6"" IPS FHD Display, Intel Core i5-1135G7 Upto 4.2GHz, 16GB RAM, 512GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro S",,,,,
189,"ASUS - ROG 16"" Touchscreen Gaming Laptop - AMD Ryzen 9 - 16GB DDR5 Memory - NVIDIA GeForce RTX 3060 V6G Graphics - 1TB SSD - Off black
Tablet",16,,,,,,,,,,"ASUS - ROG 16"" Touchscreen Gaming Laptop - AMD Ryzen 9 - 16GB DDR5 Memory - NVIDIA GeForce RTX 3060 V6G Graphics - 1TB SSD - Off black
Tablet",,,,,
190,"Acer Laptop Swift X 14 Intel Core i7 13th Gen 13700H (2.40GHz) 16 GB LPDDR5 Memory 1 TB PCIe SSD NVIDIA GeForce RTX 4050 Laptop GPU 14.5"" Windows 11 Home 64-bit SFX14-71G-76LC",14.5,16,1024,NVIDIA GeForce RTX 4050,Acer,Windows11Home,Intel Core i7 13th Gen,Steel Gray,2880x1800,Swift X 14,"Acer Laptop Swift X 14 Intel Core i7 13th Gen 13700H (2.40GHz) 16 GB LPDDR5 Memory 1 TB PCIe SSD NVIDIA GeForce RTX 4050 Laptop GPU 14.5"" Windows 11 Home 64-bit SFX14-71G-76LC",,,,,
191,"Lenovo Ideapad 1 15.6"" HD Laptop",15.6,20,1024,AMD Radeon Graphics,Lenovo,Windows11inSmode,AMD Athlon Silver,Grey,1366x768,IdeaPad,"Lenovo Ideapad 1 15.6"" HD Laptop, AMD Athlon Silver 3050U 2.3 GHz (Beats i3-1005G1), 20GB LPDDR5 1TB SSD, Wi-Fi 6, Webcam, HDMI, W11H in S mode 1 TB 20GB",,,,,
192,"MSI Laptop Creator Z16P Intel Core i7 12th Gen 12700H (2.30GHz) 32GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3080 Laptop GPU 16.0"" Touchscreen Windows 11 Pro 64-bit Creator Z16P B12UHT-041",16,32,1024,NVIDIA GeForce RTX 3080,MSI,Windows11Pro,Intel Core i7 12th Gen,Lunar Gray,2560x1600,,"MSI Laptop Creator Z16P Intel Core i7 12th Gen 12700H (2.30GHz) 32GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3080 Laptop GPU 16.0"" Touchscreen Windows 11 Pro 64-bit Creator Z16P B12UHT-041",,,,,
193,"GIGABYTE - 14.0"" 90 Hz OLED - Intel Core i7 13th Gen 13700H (2.40GHz) - NVIDIA GeForce RTX 4050 Laptop GPU - 16 GB LPDDR5 - 1 TB Gen4 SSD - Windows 11 Home 64-bit - Gaming Laptop (AERO 14 OLED BMF-72USBB4SH )",14,16,1024,NVIDIA GeForce RTX 4050,GIGABYTE,Windows11Home,Intel Core i7 13th Gen,Silver,2880x1800,,"GIGABYTE - 14.0"" 90 Hz OLED - Intel Core i7 13th Gen 13700H (2.40GHz) - NVIDIA GeForce RTX 4050 Laptop GPU - 16 GB LPDDR5 - 1 TB Gen4 SSD - Windows 11 Home 64-bit - Gaming Laptop (AERO 14 OLED BMF-72USBB4SH )",,,,,
194,"MSI - 15.6"" 144 Hz IPS - Intel Core i7 11th Gen 11800H (2.30GHz) - NVIDIA GeForce RTX 3050 Ti Laptop GPU - 8 GB DDR4 - 512 GB NVMe SSD - Windows 11 Home 64-bit - Gaming Laptop (Sword 15 A11UD-1248 )",15.6,8,512,NVIDIA GeForce RTX 3050 Ti,MSI,Windows11Home,Intel Core i7 11th Gen,White,1920x1080,,"MSI - 15.6"" 144 Hz IPS - Intel Core i7 11th Gen 11800H (2.30GHz) - NVIDIA GeForce RTX 3050 Ti Laptop GPU - 8 GB DDR4 - 512 GB NVMe SSD - Windows 11 Home 64-bit - Gaming Laptop (Sword 15 A11UD-1248 )",,,,,
195,"Acer Laptop Swift X 14 Intel Core i5 13th Gen 13500H (2.60GHz) 16 GB LPDDR5 Memory 512 GB PCIe SSD NVIDIA GeForce RTX 3050 Laptop GPU 14.5"" Windows 11 Home 64-bit SFX14-71G-5911",14.5,16,512,NVIDIA GeForce RTX 3050,Acer,Windows11Home,Intel Core i5 13th Gen,Steel Gray,2560x1600,Swift X 14,"Acer Laptop Swift X 14 Intel Core i5 13th Gen 13500H (2.60GHz) 16 GB LPDDR5 Memory 512 GB PCIe SSD NVIDIA GeForce RTX 3050 Laptop GPU 14.5"" Windows 11 Home 64-bit SFX14-71G-5911",,,,,
196,"Microsoft Surface Laptop 5 15"" Touchscreen Notebook - 2496 x 1664 - Intel Core i7 12th Gen i7-1265U - Intel Evo Platform - 16 GB RAM - 512 GB SSD - Matte Black - TAA Compliant - Intel Chip Win 10 Pro",15,16,512,Intel Iris Xe Graphics,Microsoft,Windows10Pro,Intel Core i7 12th Gen,Matte black,2496x1664,Laptop 5,"Microsoft Surface Laptop 5 15"" Touchscreen Notebook - 2496 x 1664 - Intel Core i7 12th Gen i7-1265U - Intel Evo Platform - 16 GB RAM - 512 GB SSD - Matte Black - TAA Compliant - Intel Chip Win 10 Pro",,,,,
197,"New HP Pavilion x360 2-in-1 14"" FHD IPS Touch-Screen Laptop | Intel Core i5-1135G7 Processor | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | Windows 11 Home | Gold | Bundle with Stylus Pen",14,16,1024,Intel Iris Xe Graphics,HP,Windows11Home,Intel Core i5 11th Gen,Gold,,,"New HP Pavilion x360 2-in-1 14"" FHD IPS Touch-Screen Laptop | Intel Core i5-1135G7 Processor | 16GB RAM | 1TB SSD | Intel Iris Xe Graphics | Windows 11 Home | Gold | Bundle with Stylus Pen",,,,,
198,"Dell - Inspiron 3511 15.6"" Touch Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black Notebook i3511-5174BLK-PUS",15.6,8,256,Integrated Graphics,DELL,Windows11inSmode,Intel Core i5 10th Gen,Black,1920x1080,,"Dell - Inspiron 3511 15.6"" Touch Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black Notebook i3511-5174BLK-PUS",,,,,
199,Hasee T8 (16'',16,16,1024,NVIDIA GeForce RTX 3060,Hasee,Windows11Home,Intel Core i9 12th Gen,Black,2560x1600(2.5K),T8,"Hasee T8 (16'', i9-12900H, RTX3060), Gaming Laptop, i9-12900H 5.0GHz, 16G DDR4 RAM, 1T NVMe PCIe4.0 SSD, RTX3060 6G GDDR6, 16'' 2.5K 165Hz IPS Display, RGB KB, WiFi 6, BT 5.2, Win 11, Obsidian Black",,,,,
200,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H",15.6,64,2048,NVIDIA GeForce GTX 1650 Ti,Lenovo,Windows10Pro,Intel Core i7 10th Gen,Black,1920x1080,ThinkPad,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro",,,,,
201,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
202,"Lenovo ThinkPad T480 - Intel Core i5-8350U 1.7GHz - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 14"" FHD (1920x1080) Display - Webcam - HDMI - Windows 10 Pro - AC Adapter Included",14,16,256,Intel HD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,ThinkPad,"Lenovo ThinkPad T480 - Intel Core i5-8350U 1.7GHz - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 14"" FHD (1920x1080) Display - Webcam - HDMI - Windows 10 Pro - AC Adapter Included",,,,,
203,Lenovo ThinkPad T480s Ultrabook FHD (1920x1080) 14.0'' Home and Business Laptop,14,16,512,Intel UHD Graphics,,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T480s Ultrabook FHD (1920x1080) 14.0'' Home and Business Laptop, Intel Core i5-8350U, up to 3.7GHz, 16GB RAM, 512GB SSD, Backlit Keyboard, Wi-Fi, Bluetooth, Windows 10 Pro 64 bit",,,,,
204,Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer,15.6,16,256,,,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer, Intel Core i5-8350U Processor, 16GB RAM, 256GB SSD, Backlit Keyboard, HDMI, CAM, Bluetooth, Windows 10 Pro",,,,,
205,Lenovo ThinkPad T480s FHD (1920x1080) 14.0''Business Laptop,14,24,512,Intel UHD Graphics,,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T480s FHD (1920x1080) 14.0''Business Laptop, Intel Core i7-8650 Processor, up to 3.7GHz, 24GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Wi-Fi, Fingerprint, Bluetooth, Windows 10 Pro 64bit",,,,,
206,HP EliteBook 840 G6,14,16,256,,HP,Windows10Pro,Intel Core i5 8th Gen,Silver,1920x1080,EliteBook,"HP EliteBook 840 G6, 1.60 GHz Intel Core i5 8th Gen, 8 GB DDR4, 128 GB SSD, Windows 10 Pro 64Bit, 14"" 1920 x 1080 LCD, Laptop 256 GB 16GB",,,,,
207,"LincPlus 14"" Laptop Computer FHD 1920 x 1080 Display",14.0 4K / UHD,128,4,,LINCPLUS,Windows11inSmode,,White,,,"LincPlus 14"" Laptop Computer FHD 1920 x 1080 Display,4GB Memory 128GB eMMC,Portable and Lightweight Aluminium Notebook, Windows 10 in S Notebook White",,,,,
208,ASUS VivoBook Pro 16 Laptop,16,16,256,NVIDIA GeForce RTX 4060,ASUS,Windows11Home,Intel Core i9 13th Gen,Quiet Blue,1920x1200,ViewBook Pro 16,"ASUS VivoBook Pro 16 Laptop, 16” Display, Intel Core i9-13900H CPU, NVIDIA® GeForce® RTX™ 4060 GPU, 16GB RAM, 512GB SSD, Windows 11 Home, Quiet Blue, K6602VV-DS94",,,,,
209,"DELL Latitude 3340 13.3"" HD Laptop - Intel Core i3-4005U 1.70GHz",13.3,8,,Intel HD Graphics 4400,Dell,Windows10Pro,Intel Core i3 4th Gen,Gray,1366x768,Latitude,"DELL Latitude 3340 13.3"" HD Laptop - Intel Core i3-4005U 1.70GHz, 8GB RAM, 500GB HDD, Webcam, Wireless-AC+ BT 4.0, Windows 10 Pro",,,,,
210,ASUS ROG Gaming & Entertainment Laptop (AMD Ryzen 9 6900HS 8-Core,13.4,16,1024,NVIDIA GeForce RTX 3050 Ti,ASUS,Windows11Home,AMD Ryzen 9 6000 Series,Black,1920x1200,ROG,"ASUS ROG Gaming & Entertainment Laptop (AMD Ryzen 9 6900HS 8-Core, 13.4"" 120Hz Touch Wide UXGA (1920x1200), GeForce RTX 3050 Ti, 16GB LPDDR5 6400MHz RAM, Win 11 Home) with Voyager Backpack",,,,,
211,Colorful Gaming Laptop,15.6,512,512,NVIDIA GeForce RTX 4060,Colorful,Windows11Home,Intel Core i7 13th Gen,Grey,2560x1440,X15 AT 23,"Colorful Gaming Laptop, Intel 13th Gen Core i7-13700HX, NVIDIA GeForce RTX 4060 Laptop, 15.6"" 165Hz IPS Screen 16GB DDR5 4800MHz, 512GB SSD, Windows 11 Home (Grey)",,,,,
212,"HP Flagship 17.3"" HD+ Business Laptop",17.3,32,2048,Intel UHD Graphics,,Windows11inSmode,Intel Core i3,Silver,1600x900,,"HP Flagship 17.3"" HD+ Business Laptop, 11th Gen Intel i3-1125G4(> i5-1035G7), 32GB DDR4 RAM, 2TB SSD, Fast Charge, Bluetooth, WiFi 5, Webcam, W/HDMI, Windows 11 S 2 TB 32GB",,,,,
213,Lenovo IdeaPad 3 Laptop,14,16,512,Intel Iris Xe Graphics,Lenovo,Windows11Pro,Intel Core i5 12th Gen,Blue,1920x1080,IdeaPad,"Lenovo IdeaPad 3 Laptop, 14"" IPS FHD Display, Intel Core i5-1235U Upto 4.4GHz, 16GB RAM, 512GB NVMe SSD, HDMI, DisplayPort via USB-C, Card Reader, Wi-Fi, Bluetooth, Windows 11 Pro",,,,,
214,Lenovo ThinkPad T480,14,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,ThinkPad,"Lenovo ThinkPad T480, Business Laptop, A Grade, 14"" FHD, Intel Core i5-8350U 1.70GHz, 16GB, 256GB NVMe SSD, Webcam, USB-C, Windows 10 Pro 64-bit",,,,,
215,"HP - Pavilion - 2-in-1 14"" FHD Laptop - Intel Core i3 - 8GB Memory - 256GB SSD - Space Blue Tablet Notebook 14-ek0013dx",14,,,,,,,,,,"HP - Pavilion - 2-in-1 14"" FHD Laptop - Intel Core i3 - 8GB Memory - 256GB SSD - Space Blue Tablet Notebook 14-ek0013dx",,,,,
216,HP EliteBook 840 G5 14.0'' Grade A Business Laptop,14,16,512,Intel GMA HD Graphics,,Windows10Pro,Intel Core i7 8th Gen,Silver,,,"HP EliteBook 840 G5 14.0'' Grade A Business Laptop, Intel Core i7-8650U, 1.6GHz Base Frequency, up to 3.4GHz, 16GB DDR4 RAM, 512GB SSD, Intel UHD Graphics 620, Wi-Fi, Bluetooth, Windows 10 Pro 64 bit",,,,,
217,Brand New | Dell Latitude 7420,14,16,256,Intel Iris Xe Graphics,DELL,Windows10Pro,Intel Core i5 11th Gen,Carbon Fiber,1920x1080,Latitude,"Brand New | Dell Latitude 7420, Business Laptop, 14"" FHD Touchscreen, Intel Core i5-1145G7, 16GB, 256GB NVMe SSD, Webcam, Backlit Keyboard, USB-C, Windows 10 Pro",,,,,
218,Colorful Gaming Laptop,15.6,16,512,NVIDIA GeForce RTX 4060,Colorful,Windows11Home,Intel Core i7 13th Gen,Blue,2560x1440,X15 AT 23,"Colorful Gaming Laptop, Intel 13th Gen Core i7-13700HX, NVIDIA GeForce RTX 4060 Laptop, 15.6"" 165Hz IPS Screen 16GB DDR5 4800MHz, 512GB SSD, Windows 11 Home (Blue)",,,,,
219,"2023 Newest ASUS ROG Strix G16 16"" WUXGA 165Hz Gaming Laptop",16,64,2048,NVIDIA GeForce RTX 4060,,Windows11Home,Intel Core i7 13th Gen,Gray,1920x1200,,"2023 Newest ASUS ROG Strix G16 16"" WUXGA 165Hz Gaming Laptop, Intel Core i7-13650HX(Beats i9-12900HX), NVIDIA GeForce RTX 4060, 64GB DDR5, 2TB PCIe SSD, RGB KB 2 TB PCIe 64GB",,,,,
220,HP EliteBook 655 G9 Laptop,15.6,16,512,AMD Radeon Vega 6,HP,Windows11Pro,AMD Ryzen 5,Silver,1920x1080,EliteBook,"HP EliteBook 655 G9 Laptop, 15.6"" IPS FHD Display, AMD Ryzen 5 5675U Upto 4.3GHz, 16GB RAM, 512GB NVMe SSD, Vega 6, HDMI, DisplayPort via USB-C, Wi-Fi, Bluetooth, Windows 11 Pro (669Y1UT)",,,,,
221,"2023 Newest ASUS ROG Strix G16 16"" WUXGA 165Hz Gaming Laptop",16,16,1024,NVIDIA GeForce RTX 4060,,Windows11Home,Intel Core i7 13th Gen,Gray,1920x1200,,"2023 Newest ASUS ROG Strix G16 16"" WUXGA 165Hz Gaming Laptop, Intel Core i7-13650HX(Beats i9-12900HX), NVIDIA GeForce RTX 4060, 16GB DDR5, 1TB PCIe SSD, RGB KB",,,,,
222,"2023 HP 17.3"" Touchscreen Laptop",17.3,32,2048,AMD Radeon Graphics,HP,Windows11Home,AMD Ryzen 5 7000 Series,Silver,1600x900,,"2023 HP 17.3"" Touchscreen Laptop, HD+ Display, AMD Ryzen 5 7530U Processor (Beats i7-1165G7, 6 Cores, 12 Threads), 32GB RAM - 2TB SSD, Wi-Fi 6, Webcam, HDMI, Win 11 Home 2 TB PCIe 32GB",,,,,
